$delimiter:,
@header-name:Change,Country,Location,Name,NameWoDiacritics,Subdivision,Function,Status,Date,IATA,Coordinates,Remarks
,DE,73G,"Süderbrarup",Suderbrarup,SH,--3-----,RL,1201,,5438N 00947E,
,DE,76E,Suderburg,Suderburg,NI,--3-----,RL,1201,,5254N 01028E,
,DE,UGS,"Südergellersen",Sudergellersen,NI,--3-----,RL,0901,,5313N 01018E,
,DE,68D,"Süderhastedt",Suderhastedt,SH,--3-----,RL,1201,,5403N 00913E,
,DE,DHZ,"Süderholz",Suderholz,MV,--3-----,RL,1301,,5405N 01308E,
,DE,SUW,"Süderlügum",Suderlugum,SH,-23-----,RL,0901,,5452N 00855E,
,DE,SUD,"Süderstapel",Suderstapel,SH,1-3-----,AF,9501,,,
+,DE,SDZ,"Südharz",Sudharz,ST,--3-----,RL,2001,,5131N 01101E,
,DE,SDL,"Südlohn",Sudlohn,NW,-23-----,AF,9506,,,
,DE,SG9,Sugenheim,Sugenheim,BY,--3-----,RL,1607,,4936N 01026E,
,DE,SUL,Suhl,Suhl,TH,-23-----,AF,9501,,,
,DE,57C,"Sühlen",Suhlen,SH,--3-----,RL,1201,,5352N 01020E,
,DE,SUO,Suhlendorf,Suhlendorf,NI,--3--6--,RL,0901,,5256N 01046E,
,DE,UHF,Suhrendorf,Suhrendorf,MV,1-3-----,RL,1201,,5428N 01308E,
,DE,59G,"Sülfeld",Sulfeld,SH,--3-----,RL,1201,,5348N 01014E,
,DE,SUN,Sulingen,Sulingen,NI,-23-----,AF,0307,,5241N 00848E,
,DE,SU9,Sulz,Sulz,BY,--3-----,RL,1301,,4748N 01103E,
,DE,SMC,Sulz am Neckar,Sulz am Neckar,BW,--3-----,RQ,0907,,4822N 00839E,
,DE,SUH,Sulzach,Sulzach,BY,-23-----,AF,0401,,4907N 01022E,
,DE,SUZ,Sulzbach,Sulzbach,HE,--3-----,RL,0212,,5008N 00832E,
,DE,SUM,Sulzbach am Main,Sulzbach am Main,BY,-----6--,RQ,0907,,4954N 00909E,
,DE,SQR,Sulzbach an der Murr,Sulzbach an der Murr,BW,-----6--,RQ,0907,,4900N 00930E,
,DE,SZR,Sulzbach/Saar,Sulzbach/Saar,SL,-----6--,RQ,0907,,4917N 00704E,
,DE,S8T,Sulzbach/Taunus,Sulzbach/Taunus,HE,--3-----,RL,1307,,5008N 00832E,
,DE,SLZ,Sulzbach-Laufen,Sulzbach-Laufen,BW,123-----,RL,0601,,4856N 00951E,
,DE,SRO,Sulzbach-Rosenberg,Sulzbach-Rosenberg,BY,-23-----,AF,9501,,,
,DE,ZB4,Sulzberg,Sulzberg,BY,1-------,RL,1107,,4740N 01021E,
,DE,77A,Sulzburg,Sulzburg,BW,--3-----,RL,1201,,4751N 00743E,
,DE,S8L,Sulzdorf,Sulzdorf,BW,--3-----,RL,1307,,4906N 00950E,
,DE,SZF,"Sulzdorf, Coburg","Sulzdorf, Coburg",BY,--3-----,RL,0701,,5018N 01056E,
,DE,SZ9,Sulzemoos,Sulzemoos,BY,--3-----,RL,1207,,4817N 01116E,
,DE,ULZ,"Sülzetal",Sulzetal,ST,--3-----,RL,1307,,5200N 01131E,
,DE,UZD,Sulzfeld,Sulzfeld,BW,-23-----,RL,0701,,4906N 00851E,
,DE,QP9,Sulzfeld am Main,Sulzfeld am Main,BY,--3-----,RL,1307,,4942N 01008E,
,DE,ZGY,"Sülzhayn",Sulzhayn,TH,--3--6--,RL,0901,,5136N 01042E,
,DE,SHQ,Sulzheim,Sulzheim,RP,--3-----,RL,0901,,4951N 00805E,
,DE,SNC,"Sünching",Sunching,BY,123-----,RL,0401,,4853N 01221E,
,DE,SER,Sundern,Sundern,NW,-23-----,RL,0307,,5125N 00712E,
,DE,SNN,Sundern/Hochsauerlandkreis,Sundern/Hochsauerlandkreis,NW,--3-----,AF,0212,,5120N 00800E,
+,DE,SU7,"Sünna",Sunna,TH,--3-----,RL,2001,,5048N 01000E,
,DE,XSN,"Sünninghausen",Sunninghausen,,--3-----,RL,0901,,5146N 00809E,
,DE,SUP,"Süptitz",Suptitz,SN,--3-----,RL,1601,,5133N 01256E,
,DE,SRM,Surheim,Surheim,BY,--3-----,RL,0101,,,
,DE,SUR,Surwold,Surwold,NI,--3-----,AF,0307,,5257N 00731E,
,DE,SUX,"Süsel",Susel,SH,--3-----,RL,0901,,5440N 01043E,
,DE,SUS,"Süssen",Sussen,BW,-23-----,RL,9805,,,
,DE,XZ3,Sustrum,Sustrum,NI,--3-----,RL,1501,,5255N 00717E,
,DE,SWA,Swisttal,Swisttal,NW,--3-----,RL,0002,,,
,DE,SYK,Syke,Syke,NI,--3-----,RL,0307,,5254N 00850E,
,DE,SYT,Sylt,Sylt,SH,--3-----,RL,1307,,5454N 00820E,
,DE,SYG,Syrgenstein,Syrgenstein,BY,--3--6--,RQ,1001,,4839N 01015E,
,DE,THZ,Tabarz,Tabarz,TH,--3-----,RL,1301,,5053N 01031E,
,DE,TAR,Taben,Taben,RP,123-----,RL,0601,,4933N 00635E,
,DE,TTG,Tacherting,Tacherting,BY,--3-----,RL,0201,,4804N 01234E,
,DE,TAG,Tagmersheim,Tagmersheim,BY,-----6--,RL,1201,,4849N 01058E,
,DE,TLH,Talheim,Talheim,BW,-23-----,RL,0212,,4905N 00912E,
,DE,53M,Talkau,Talkau,SH,--3-----,RL,1201,,5334N 01034E,
,DE,ZHC,Tambach-Dietharz,Tambach-Dietharz,TH,-----6--,RL,0901,,5048N 01037E,
,DE,TAM,Tamm,Tamm,BW,-23-----,AF,9501,,,
,DE,TGH,"Tangerhütte",Tangerhutte,ST,-23-----,RL,0701,,5226N 01148E,
,DE,TAE,"Tangermünde",Tangermunde,ST,123--6--,AF,0907,,5233N 01157E,
,DE,57X,Tangstedt,Tangstedt,SH,--3-----,RL,1201,,5344N 01005E,
,DE,TNB,Tann,Tann,BY,--3-----,RL,0901,,4819N 01252E,
,DE,TAA,Tanna,Tanna,TH,--3-----,RL,1207,,5030N 01151E,
,DE,NNA,Tannan,Tannan,TH,--3-----,RL,1601,,5030N 01151E,
,DE,TN6,Tannenberg,Tannenberg,SN,--3-----,RL,1301,,5036N 01257E,
,DE,TAB,Tannenbergsthal,Tannenbergsthal,SN,-23-----,AF,9501,,,
,DE,79T,Tannhausen,Tannhausen,BW,--3-----,RL,1201,,4858N 01021E,
,DE,TAH,Tannheim,Tannheim,BW,--3--6--,RL,1207,,4800N 01005E,
,DE,TAN,Tantow,Tantow,BB,-23-----,AF,1307,,5316N 01420E,
,DE,TPF,Tapfheim,Tapfheim,BY,-----6--,RL,0901,,4840N 01040E,
,DE,TPP,Tappenbeck,Tappenbeck,NI,--3-----,RQ,0907,,5228N 01045E,
,DE,TRY,Tappendorf,Tappendorf,SH,--3-----,RL,1301,,5406N 00941E,
,DE,TBK,Tarbek,Tarbek,SH,--3-----,RL,0507,,5403N 01016E,
,DE,TSD,Tarmstedt,Tarmstedt,NI,--3--6--,RQ,1001,,5313N 00905E,
,DE,TA2,Tarp,Tarp,SH,--3-----,RQ,1001,,5440N 00924E,
,DE,65R,Tasdorf,Tasdorf,SH,--3-----,RL,1201,,5406N 01002E,
,DE,T4A,Tastrup,Tastrup,SH,--3-----,RL,1801,,5445N 00928E,
,DE,TAT,Tattenhausen,Tattenhausen,BY,--3-----,RQ,1001,,4755N 01205E,
,DE,TBM,Taubenheim (Meisharpen),Taubenheim (Meisharpen),SN,--3-----,RL,0901,,5106N 01328E,
,DE,TAU,Tauberbischofsheim,Tauberbischofsheim,BW,-23-----,AF,9501,,,
,DE,TUA,Taucha,Taucha,SN,-----6--,RQ,0907,,5123N 01230E,
,DE,TKH,Taufkirchen,Taufkirchen,BY,--3-----,RL,0212,,4821N 01208E,
,DE,TKN,Taufkirchen,Taufkirchen,BY,--3-----,RL,0104,,4802N 01136E,
,DE,TSN,Taunusstein,Taunusstein,HE,--3-----,AF,9501,,,
,DE,TAW,Tawern,Tawern,RP,--3-----,RL,0401,,4940N 00631E,
,DE,64Y,Techau,Techau,SH,--3-----,RL,1201,,5358N 01042E,
,DE,TKB,Tecklenburg,Tecklenburg,NW,--3-----,RL,0901,,5213N 00748E,
,DE,TGB,Tegernbach,Tegernbach,BY,--3-----,RL,1501,,4816N 01104E,
,DE,ZHQ,Tegernheim,Tegernheim,BY,-----6--,RL,0901,,4901N 01211E,
,DE,TEG,Tegernsee,Tegernsee,BY,-23-----,AF,9501,,,
,DE,TWD,Teichwolframsdorf,Teichwolframsdorf,TH,--3-----,RL,0401,,5043N 01215E,
,DE,ZIO,Teising,Teising,BY,-----6--,RL,0901,,4821N 01229E,
,DE,TE5,Teisnach,Teisnach,BY,--3-----,RL,1301,,4902N 01300E,
,DE,TSG,Teistungen,Teistungen,TH,--3-----,RL,1307,,5128N 01016E,
,DE,TGE,Telgte,Telgte,NW,-23-----,RQ,0901,,,
,DE,TLL,Tellig,Tellig,RP,--3-----,RL,1707,,5002N 00715E,
,DE,68L,Tellingstedt,Tellingstedt,SH,--3-----,RL,1201,,5413N 00917E,
,DE,TLT,Teltow,Teltow,BB,123-----,RL,1307,,5224N 01316E,
,DE,TMM,Temmels,Temmels,RP,123-----,RL,0701,,4941N 00628E,
,DE,TEM,Templin,Templin,BB,--3-----,RL,1901,,5307N 01330E,
,DE,TNN,Tengen,Tengen,BW,--3----B,AA,0507,,4749N 00840E,
,DE,TGN,Teningen,Teningen,BW,--3-----,RL,0201,,4808N 00749E,
,DE,ZHP,Tennenbronn,Tennenbronn,BW,-----6--,RL,0901,,4811N 00821E,
,DE,58Z,Tensfeld,Tensfeld,SH,--3-----,RL,1201,,5403N 01019E,
,DE,TE9,Teschendorf,Teschendorf,MV,--3-----,RL,1307,,5327N 01322E,
,DE,TQT,Tetenhusen,Tetenhusen,SH,--3-----,RQ,0907,,5421N 00930E,
,DE,TTW,Teterow,Teterow,MV,-23-----,RL,0701,,5346N 01234E,
,DE,TEU,Tettau,Tettau,BY,--3-----,AF,9506,,,
,DE,TTI,Tettenweis,Tettenweis,BY,--3-----,RL,1301,,4826N 01316E,
,DE,TET,Tettnang,Tettnang,BW,--3-----,AF,9501,,,
,DE,TBI,Teublitz,Teublitz,BY,-23-----,RL,0401,,4913N 01205E,
,DE,TCN,Teuchern,Teuchern,ST,1-------,RL,1207,,5107N 01201E,
,DE,TEB,Teugn,Teugn,BY,--3-----,RL,0401,,4854N 01201E,
,DE,TNZ,Teunz,Teunz,BY,--3-----,RL,1301,,4929N 01223E,
,DE,5TP,Teupitz,Teupitz,BB,--3-----,RL,1307,,5207N 01337E,
,DE,TSZ,Teuschnitz,Teuschnitz,BY,--3-----,RL,0701,,5024N 01123E,
,DE,TEL,Teutschenthal,Teutschenthal,ST,-23-----,RL,0401,,5127N 01148E,
,DE,THL,Thal,Thal,TH,--3-----,RL,0201,,5054N 01023E,
,DE,THA,Thale,Thale,ST,-23-----,AF,9501,,,
,DE,TFR,"Thaleischweiler-Fröschen",Thaleischweiler-Froschen,RP,-23-----,AF,9501,,,
,DE,THG,Thalfang,Thalfang,RP,--3-----,AF,9501,,,
,DE,THH,Thalheim,Thalheim,ST,--3-----,RL,0901,,5139N 01214E,
,DE,THM,Thalheim/Erzgebirge,Thalheim/Erzgebirge,SN,-23-----,AF,9501,,,
,DE,TWZ,Thallwitz,Thallwitz,SN,123-----,RL,0601,,5126N 01240E,
,DE,TMG,"Thalmässing",Thalmassing,BY,--3-----,RL,0201,,4905N 01113E,
,DE,TND,Thalwenden,Thalwenden,TH,--3-----,RL,1807,,5121N 01003E,
,DE,TBC,"Thamsbrück",Thamsbruck,TH,--3-----,RL,0901,,5108N 01038E,
,DE,TNS,Thannhausen,Thannhausen,BY,-----6--,RL,1201,,4911N 01121E,
,DE,ZHS,Thannhausen,Thannhausen,BY,-----6--,RL,0901,,4817N 01028E,
,DE,THS,Thansau,Thansau,BY,--3-----,RL,0607,,4750N 01210E,
,DE,THT,Tharandt,Tharandt,SN,--3-----,RL,1301,,5059N 01335E,
,DE,THD,Thedinghausen,Thedinghausen,NI,-23-----,RL,0601,,5258N 00901E,
,DE,XTS,Theessen,Theessen,ST,--3-----,RL,1607,,5215N 01203E,
,DE,TIB,Theisbergstegen,Theisbergstegen,RP,--3-----,RL,1301,,4931N 00727E,
,DE,TLY,Theley,Theley,SL,--3-----,RL,0401,,4930N 00702E,
,DE,TMA,Themar,Themar,TH,--3-----,RL,0901,,5030N 01038E,
,DE,THW,Thermalbad Wiesenbad,Thermalbad Wiesenbad,SN,-23-----,RL,0701,,5037N 01303E,
,DE,TMS,Theuma,Theuma,SN,--3-----,RL,1307,,5028N 01213E,
,DE,THI,Thiendorf,Thiendorf,SN,--3-----,RL,0601,,5117N 01344E,
,DE,THR,Thierhaupten,Thierhaupten,BY,1----6--,RL,0901,,4834N 01055E,
,DE,TIM,Thiersheim,Thiersheim,BY,--3-----,RL,0701,,5004N 01208E,
,DE,TOY,Tholey,Tholey,SL,1-------,RQ,0901,,,
,DE,TMB,Thomasburg,Thomasburg,NI,--3-----,RQ,0901,,5314N 01040E,
,DE,64E,Thomsdorf,Thomsdorf,SH,--3-----,RL,1201,,5414N 01101E,
,DE,TOR,"Thörey",Thorey,TH,--3-----,RL,0701,,5053N 01057E,
,DE,RRT,"Thörnich",Thornich,RP,1-------,RQ,0901,,,
,DE,THU,Thune,Thune,NI,1-3-----,RL,0601,,5219N 01030E,
,DE,THN,"Thüngen",Thungen,BY,--3-----,RL,0201,,4956N 00951E,
,DE,TGM,"Thüngersheim",Thungersheim,BY,123-----,RL,0701,,4952N 00950E,
,DE,TUI,"Thüringen",Thuringen,TH,--3-----,RQ,0901,,,
,DE,TYN,Thurnau,Thurnau,BY,1-------,RQ,0901,,,
,DE,TYM,Thyrnau,Thyrnau,BY,--3-----,RL,0501,,4837N 01332E,
,DE,THO,Thyrow,Thyrow,BB,--3-----,RQ,1307,,,
,DE,TCV,Tiefenbach,Tiefenbach,BY,--3-----,RL,0201,,4837N 01323E,
,DE,TBL,Tiefenbach (Bei Landshut),Tiefenbach (Bei Landshut),BY,-----6--,RL,0901,,4830N 01206E,
,DE,TBS,Tiefenbach (Sachsen),Tiefenbach (Sachsen),SN,-----6--,RQ,0901,,5103N 01310E,
,DE,TWN,Tiefenbronn,Tiefenbronn,BW,--3-----,RL,1207,,4850N 00848E,
,DE,TFO,Tiefenort,Tiefenort,TH,-----6--,RQ,0901,,5050N 01010E,
,DE,TIE,Tiefensee,Tiefensee,BB,-23-----,AF,1307,,5241N 01351E,
,DE,TRP,Tierhaupten,Tierhaupten,BW,--3-----,RL,1607,,4852N 00949E,
,DE,B6T,Tieringen,Tieringen,BW,--3-----,RL,1301,,4812N 00852E,
,DE,TSU,Tiessau,Tiessau,NI,1-3-----,RL,0601,,5311N 01059E,
,DE,TSA,Timmendorfer Strand,Timmendorfer Strand,SH,--3-----,RL,1301,,5400N 01047E,
,DE,TIN,Tinnum,Tinnum,SH,--3-----,AF,0212,,5454N 00820E,
,DE,TDO,Tirschendorf,Tirschendorf,SN,--3-----,RL,1201,,5024N 01214E,
,DE,TIR,Tirschenreuth,Tirschenreuth,BY,--3-----,RL,0501,,4952N 01219E,
,DE,TNE,Titisee-Neustadt,Titisee-Neustadt,BW,-23-----,AF,9501,,,
,DE,TTT,Titting,Titting,BY,--3-----,RL,0212,,4900N 01113E,
,DE,TIG,Tittling,Tittling,BY,--3-----,RL,0212,,4842N 01324E,
,DE,TIT,Tittmoning,Tittmoning,BY,--3-----,AF,9506,,,
,DE,TIZ,Titz,Titz,NW,-----6--,RQ,1001,,5100N 00625E,
,DE,TDN,Toddin,Toddin,MV,--3-----,RL,0101,,,
,DE,69A,"Todenbüttel",Todenbuttel,SH,--3-----,RL,1201,,5408N 00933E,
,DE,TDF,Todendorf,Todendorf,SH,--3-----,AF,0212,,5342N 01021E,
,DE,TFL,Todesfelde,Todesfelde,SH,--3-----,RL,1201,,5354N 01011E,
,DE,TDD,"Tödtenried",Todtenried,BY,--3-----,RL,1301,,4823N 01110E,
,DE,TES,Todtenweis,Todtenweis,BY,-----6--,RL,0901,,4831N 01056E,
,DE,TMO,Todtmoos,Todtmoos,BW,--3-----,RL,0701,,4745N 00800E,
,DE,TOD,Todtnau,Todtnau,BW,--3-----,AF,9501,,,
,DE,TCH,Toepchin,Toepchin,BE,1-------,RQ,0901,,,
,DE,TGG,Toging,Toging,BY,--3-----,RL,1301,,4901N 01134E,
,DE,TNG,"Töging am Inn",Toging am Inn,BY,-23-----,RL,0501,,4815N 01235E,
,DE,TLW,Tollwitz,Tollwitz,ST,--3-----,RL,0701,,5117N 01206E,
,DE,TVT,"Tönisvorst",Tonisvorst,NW,--3-----,RL,0212,,5118N 00626E,
,DE,TOE,"Tönning",Tonning,SH,1-------,AF,9501,,,
,DE,TPU,Topchin,Topchin,BB,-----6--,RL,1307,,5210N 01335E,
,DE,TPN,"Töpen",Topen,BY,--3-----,RL,0701,,5023N 01152E,
,DE,TPS,Toppenstedt,Toppenstedt,NI,--3-----,RL,1107,,5316N 01006E,
,DE,TMH,"Torfmoorhölle",Torfmoorholle,BY,1-3-----,AF,0401,,5006N 01149E,
,DE,TOL,Torfplatz Oldenburg,Torfplatz Oldenburg,,--3-----,RQ,0901,,,
,DE,TOU,Torgau,Torgau,SN,-23-----,AF,9501,,,
,DE,TGW,Torgelow,Torgelow,MV,-23-----,AF,0212,,5338N 01401E,
,DE,TNH,Tornesch,Tornesch,SH,-23-----,RL,0407,,5342N 00943E,
,DE,TO2,Tornitz,Tornitz,ST,--3-----,RL,1901,,5156N 01151E,
,DE,TOS,Tossens,Tossens,NI,1-3-----,AF,0307,,5334N 00817E,
,DE,TST,Tostedt,Tostedt,NI,--3-----,RL,0307,,5317N 00943E,
,DE,TGP,Tosterglope,Tosterglope,NI,--3-----,RQ,0901,,5313N 01049E,
,DE,TRT,Traben-Trarbach,Traben-Trarbach,RP,123-----,AF,9501,,,
,DE,TRB,Trabitz,Trabitz,BY,--3-----,RL,0201,,4948N 01153E,
,DE,TTN,Train,Train,BY,--3-----,RL,0501,,4844N 01150E,
,DE,TRX,Traisen,Traisen,RP,--3-----,RL,0307,,4949N 00749E,
,DE,57A,Tralau,Tralau,SH,--3-----,RL,1201,,5350N 01018E,
,DE,53Y,Tramm,Tramm,SH,--3-----,RL,1201,,5334N 01036E,
,DE,TRM,Trampe,Trampe,BB,--3-----,RL,1307,,5247N 01350E,
,DE,ZAQ,Trappenkamp,Trappenkamp,SH,-----6--,RL,0901,,5403N 01015E,
,DE,TAF,Traunfeld,Traunfeld,BY,--3-----,RL,1501,,4925N 01129E,
,DE,TRR,Traunreut,Traunreut,BY,-23-----,AF,9501,,,
,DE,TRA,Traunstein,Traunstein,BY,-23-----,AF,9501,,,
,DE,TWC,Traunwalchen,Traunwalchen,BY,--3-----,RL,1601,,4756N 01236E,
,DE,TH5,Trautskirchen,Trautskirchen,BY,--3-----,RL,1601,,4927N 01036E,
,DE,TRV,"Travemünde",Travemunde,SH,123-----,AF,9501,,,
,DE,62U,Travenhorst,Travenhorst,SH,--3-----,RL,1201,,5401N 01027E,
,DE,62V,Traventhal,Traventhal,SH,--3-----,RL,1201,,5354N 01019E,
,DE,TBN,Trebbin,Trebbin,BB,123-----,RL,1307,,5213N 01313E,
,DE,TR2,Treben,Treben,TH,--3-----,RL,1707,,5103N 01225E,
,DE,TDM,Trebendorf,Trebendorf,SN,--3-----,RL,0601,,5132N 01433E,
,DE,TBY,Trebsen,Trebsen,SN,--3-----,RL,1301,,5117N 01245E,
,DE,TBR,Trebur,Trebur,HE,--3-----,AF,9501,,,
,DE,TRH,Trechtingshausen,Trechtingshausen,RP,123-----,RL,0601,,5000N 00750E,
,DE,TFT,Treffurt,Treffurt,TH,--3-----,RL,0701,,5108N 01014E,
,DE,72M,Treia,Treia,SH,--3-----,RL,1201,,5430N 00919E,
,DE,TKD,Treis-Karden,Treis-Karden,RP,123-----,RL,0701,,5011N 00718E,
,DE,57K,"Tremsbüttel",Tremsbuttel,SH,--3-----,RL,1201,,5344N 01019E,
,DE,TRE,Treuchtlingen,Treuchtlingen,BY,-23-----,AF,9501,,,
,DE,TEE,Treuen,Treuen,SN,--3-----,RL,0407,,5033N 01218E,
,DE,TBZ,Treuenbrietzen,Treuenbrietzen,BB,--3-----,RQ,1307,,5206N 01252E,
,DE,TRG,Triberg,Triberg,BW,-23-----,AF,9501,,,
,DE,ZHV,Tribsees,Tribsees,MV,-----6--,RL,0901,,5406N 01246E,
,DE,2TR,Trieb,Trieb,SN,--3-----,RL,1307,,5034N 01210E,
,DE,TFS,Triefenstein,Triefenstein,BY,--3-----,RL,0101,,4949N 00935E,
,DE,TRI,Trier,Trier,RP,123-5---,AF,9501,,,
,DE,TWR,Trierweiler,Trierweiler,RP,--3-----,RL,0407,,4946N 00634E,
,DE,TRL,Trippstadt,Trippstadt,RP,--3-----,RL,0601,,4921N 00746E,
,DE,TPT,Triptis,Triptis,TH,--3-----,RL,0201,,5044N 01152E,
,DE,TRU,Trittau,Trittau,SH,--3-----,AF,9501,,,
,DE,THE,Trittenheim,Trittenheim,RP,--3-----,RL,0307,,4949N 00654E,
,DE,TRF,Trochtelfingen,Trochtelfingen,BW,1-3-----,RQ,0901,,,
,DE,TRC,Trochtelfingen (Bopfingen),Trochtelfingen (Bopfingen),BW,--3-----,RL,0901,,4850N 01024E,
,DE,TRZ,Troglitz,Troglitz,ST,--3-----,RQ,0907,,5104N 01200E,
,DE,TGZ,"Tröglitz",Troglitz,ST,--3-----,RL,0901,,5104N 01212E,
,DE,TRO,Troisdorf,Troisdorf,NW,-23-----,AF,9501,,,
,DE,TLZ,Trollenhagen,Trollenhagen,MV,-----6--,RL,0901,,5336N 01318E,
,DE,65M,"Tröndel",Trondel,SH,--3-----,RL,1201,,5420N 01031E,
,DE,TRN,Trossingen,Trossingen,BW,-23-----,AF,9501,,,
,DE,8TY,"Tröstau",Trostau,BY,--3-----,RL,1407,,5001N 01157E,
,DE,TBG,Trostberg,Trostberg,BY,-23-----,AF,9501,,,
,DE,TCL,Truchtlaching,Truchtlaching,BY,-----6--,RL,0901,,4757N 01230E,
,DE,TZZ,Trulben,Trulben,RP,--3-----,RL,1301,,4908N 00733E,
,DE,TTL,Trusetal,Trusetal,TH,--3-----,RL,0201,,5047N 01023E,
,DE,TSC,Tschirn,Tschirn,BY,--3-----,RL,0207,,5023N 01126E,
,DE,TUE,"Tübingen",Tubingen,BW,-23-----,AF,9501,,,
,DE,TUJ,Tuchen,Tuchen,BB,--3-----,RL,1307,,5245N 01347E,
,DE,SBV,Tuchenbach,Tuchenbach,BY,--3-----,RL,1107,,4928N 01052E,
,DE,78H,Tumlingen,Tumlingen,BW,--3-----,RL,1201,,4829N 00834E,
,DE,TUN,Tuningen,Tuningen,BW,--3-----,RL,0401,,4802N 00836E,
,DE,TTH,Tuntenhausen,Tuntenhausen,BY,--3-----,RL,0601,,4756N 01200E,
,DE,TKF,"Türkenfeld",Turkenfeld,BY,-----6--,RL,0901,,4807N 01105E,
,DE,TUM,"Türkheim",Turkheim,BY,-23-----,AF,9501,,,
,DE,TUS,Tussenhausen,Tussenhausen,BY,--3-----,AF,9506,,,
,DE,TUT,Tuttlingen,Tuttlingen,BW,-23-----,AF,9501,,,
,DE,TUZ,Tutzing,Tutzing,BY,--3-----,RQ,0907,,4755N 01117E,
,DE,TWI,Twist,Twist,NI,--3-----,AF,9506,,,
,DE,TWT,Twistetal,Twistetal,HE,--3-----,RQ,0607,,5120N 00857E,
,DE,TWX,Twistringen,Twistringen,NI,--3-----,RL,0201,,5247N 00839E,
,DE,BPA,"Übach-Palenberg",Ubach-Palenberg,NW,-23-----,RL,0601,,5055N 00606E,
,DE,UEN,"Überherrn",Uberherrn,SL,-23-----,AF,9501,,,
,DE,UEB,"Überlingen",Uberlingen,BW,123-----,AF,9501,,,
,DE,UBR,"Übersee",Ubersee,BY,-23-----,RL,0212,,4749N 01228E,
,DE,78P,Ubstadt,Ubstadt,BW,--3-----,RL,1201,,4909N 00838E,
,DE,UBW,Ubstadt-Weiher,Ubstadt-Weiher,BW,-23-----,AF,0212,,4910N 00837E,
,DE,CHT,Uchte,Uchte,NI,--3-----,RL,1301,,5230N 00855E,
,DE,USP,Uchtspringe,Uchtspringe,ST,-23-----,RL,0701,,5232N 01136E,
,DE,UH7,Udenheim,Udenheim,RP,1----6--,RL,1201,,4952N 00810E,
,DE,UDR,Uder,Uder,TH,--3-----,RL,1301,,5122N 01005E,
,DE,UAU,Uebigau,Uebigau,BB,-23--6--,RL,1307,,5135N 01318E,
,DE,UCK,"Ueckermünde",Ueckermunde,MV,123-----,AF,0212,,5344N 01403E,
,DE,UED,Uedem,Uedem,NW,--3-----,AF,9501,,,
,DE,BYE,Uehlfeld,Uehlfeld,BY,--3-----,RL,0901,,,
,DE,UXX,Uelsen,Uelsen,NI,--3-----,RL,1701,,5230N 00653E,
,DE,GH3,Uelversheim,Uelversheim,RP,--3-----,RL,1307,,4948N 00817E,
,DE,UEL,Uelzen,Uelzen,NI,123-----,AF,0207,,5258N 01033E,
,DE,UEO,Uentrop,Uentrop,NW,-23-----,RL,0701,,5124N 00805E,
,DE,UDN,Uerdingen,Uerdingen,NW,--3-----,RQ,1007,,5121N 00639E,
,DE,UES,Uesen,Uesen,NI,123-----,RL,0601,,5300N 00904E,
,DE,UET,Uetersen,Uetersen,SH,123-----,AF,9501,,,
,DE,ZHX,Uetze,Uetze,NI,-----6--,RL,0901,,5227N 01012E,
,DE,UFF,Uffenheim,Uffenheim,BY,-23-----,AF,9501,,,
,DE,UAS,Uffing,Uffing,BY,--3-----,RL,0207,,4743N 01109E,
,DE,UHI,Uhingen,Uhingen,BW,-23-----,AF,9501,,,
,DE,ULI,"Ühlingen",Uhlingen,BW,--3-----,RL,1001,,4743N 00819E,
,DE,UKL,Uhlstadt Kirchhasel,Uhlstadt Kirchhasel,TH,-----6--,RQ,1001,,5044N 01127E,
,DE,ULL,Ullersdorf,Ullersdorf,SN,--3-----,RL,1301,,5105N 01354E,
,DE,ULM,Ulm,Ulm,BW,123-----,AF,0307,,4824N 01000E,
,DE,UMN,Ulmen,Ulmen,RP,--3-----,RL,0201,,5012N 00658E,
,DE,UCN,Ulrichstein,Ulrichstein,HE,-----6--,RL,0901,,5035N 00912E,
,DE,ULN,"Ülsen",Ulsen,NI,-----6--,RL,0901,,5230N 00652E,
,DE,UKH,Umkirch,Umkirch,BW,--3-----,RL,0601,,4802N 00746E,
,DE,UMM,Ummendorf,Ummendorf,BW,--3-----,RL,0307,,4804N 00950E,
,DE,UST,Ummerstadt,Ummerstadt,TH,--3-----,RL,0201,,5014N 01047E,
,DE,UFT,Umpferstedt,Umpferstedt,TH,--3-----,RL,0601,,5059N 01124E,
,DE,UNM,Undenheim,Undenheim,RP,--3-----,RL,0901,,4950N 00813E,
,DE,36S,"Undingen (Sonnenbühl)",Undingen (Sonnenbuhl),BW,--3-----,RL,1107,,4824N 00911E,
,DE,URN,Ungerhausen,Ungerhausen,BY,-----6--,RL,0901,,4801N 01016E,
,DE,UKX,Unkel,Unkel,RP,-----6--,RL,1607,,5036N 00713E,
,DE,UNN,Unna,Unna,NW,-23-----,AF,9501,,,
,DE,UNA,Unnau,Unnau,RP,-----6--,RL,0601,,5038N 00754E,
,DE,UNB,Unseburg,Unseburg,ST,--3-----,RL,1207,,5156N 01130E,
,DE,ULE,Unsleben,Unsleben,BY,-----6--,RQ,1007,,5023N 01016E,
,DE,AIN,Unter-Abtsteinach,Unter-Abtsteinach,HE,--3-----,RL,0601,,4931N 00847E,
,DE,UAN,Unterahrain,Unterahrain,BY,--3-----,RQ,0607,,4836N 01216E,
